"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-11","2017","01","11","†","8.0","","0.0","","4.0","","14.0","","0.0","","15.8","","0.0","","15.8","","1","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-12","2017","01","12","†","2.5","","0.5","","1.5","","16.5","","0.0","","1.2","","0.0","","1.2","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-13","2017","01","13","†","-3.0","","-6.0","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-14","2017","01","14","†","-2.5","","-10.5","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-15","2017","01","15","†","0.5","","-6.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-16","2017","01","16","†","3.0","","-7.0","","-2.0","","20.0","","0.0","","3.6","","0.0","","3.6","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-17","2017","01","17","†","2.0","","-3.0","","-0.5","","18.5","","0.0","","8.4","","0.0","","8.4","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-18","2017","01","18","†","3.5","","0.0","","1.8","","16.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-19","2017","01","19","†","2.5","","1.5","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-20","2017","01","20","†","3.5","","0.5","","2.0","","16.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-21","2017","01","21","†","7.0","","-0.5","","3.3","","14.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-22","2017","01","22","†","5.5","","3.0","","4.3","","13.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-23","2017","01","23","†","5.0","","1.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-24","2017","01","24","†","3.5","","-1.0","","1.3","","16.7","","0.0","","0.0","","0.4","","0.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-25","2017","01","25","†","4.5","","0.0","","2.3","","15.7","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-26","2017","01","26","†","3.5","","1.5","","2.5","","15.5","","0.0","","1.0","","0.0","T","1.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-27","2017","01","27","†","1.5","","-1.5","","0.0","","18.0","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-28","2017","01","28","†","0.0","","-2.0","","-1.0","","19.0","","0.0","","0.0","","0.2","","0.2","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-29","2017","01","29","†","-3.0","","-4.5","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-30","2017","01","30","†","-3.0","","-12.0","","-7.5","","25.5","","0.0","","0.0","","0.4","","0.0","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-01-31","2017","01","31","†","-0.5","","-10.0","","-5.3","","23.3","","0.0","","0.0","","2.8","","2.8","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-01","2017","02","01","†","1.5","","-7.0","","-2.8","","20.8","","0.0","","0.0","","0.8","","0.6","","3","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-02","2017","02","02","†","-3.0","","-6.0","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","","3","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-03","2017","02","03","†","-4.5","","-9.5","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-04","2017","02","04","†","-2.0","","-8.5","","-5.3","","23.3","","0.0","","0.0","","0.0","T","0.0","","3","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-05","2017","02","05","†","0.5","","-5.5","","-2.5","","20.5","","0.0","","0.0","","0.6","","0.6","","3","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-06","2017","02","06","†","1.5","","-8.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-07","2017","02","07","†","4.5","","-2.0","","1.3","","16.7","","0.0","","13.2","","0.0","T","13.2","","3","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-08","2017","02","08","†","-1.0","","-5.0","","-3.0","","21.0","","0.0","","0.0","","0.0","T","0.0","","2","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-09","2017","02","09","†","-4.5","","-12.5","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-10","2017","02","10","†","-1.5","","-8.0","","-4.8","","22.8","","0.0","","0.0","","5.0","","5.6","","1","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-11","2017","02","11","†","3.5","","-5.5","","-1.0","","19.0","","0.0","","0.0","","2.0","","1.4","","6","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-12","2017","02","12","†","1.5","","-5.5","","-2.0","","20.0","","0.0","","0.0","","15.0","","12.0","","6","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-13","2017","02","13","†","0.5","","-4.5","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-14","2017","02","14","†","5.0","","-11.0","","-3.0","","21.0","","0.0","","0.2","","0.0","","0.2","","17","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-15","2017","02","15","†","1.0","","-2.5","","-0.8","","18.8","","0.0","","0.0","","0.2","","0.0","","13","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-16","2017","02","16","†","-3.0","","-11.0","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-17","2017","02","17","†","1.0","","-9.0","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-18","2017","02","18","†","14.0","","-6.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-19","2017","02","19","†","12.0","","2.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-20","2017","02","20","†","6.5","","-2.0","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-21","2017","02","21","†","7.0","","-1.0","","3.0","","15.0","","0.0","","2.8","","0.0","","2.8","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-22","2017","02","22","†","13.5","","1.5","","7.5","","10.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-23","2017","02","23","†","17.5","","5.5","","11.5","","6.5","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-24","2017","02","24","†","6.0","","2.0","","4.0","","14.0","","0.0","","13.8","","0.0","","13.8","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-25","2017","02","25","†","7.0","","2.5","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-26","2017","02","26","†","4.5","","-6.0","","-0.8","","18.8","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-27","2017","02","27","†","9.0","","-1.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-02-28","2017","02","28","†","12.0","","-3.5","","4.3","","13.7","","0.0","","21.2","","0.0","","21.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-01","2017","03","01","†","13.5","","6.0","","9.8","","8.2","","0.0","","0.8","","0.2","","1.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-02","2017","03","02","†","-2.0","","-8.5","","-5.3","","23.3","","0.0","","0.0","","0.2","","0.2","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-03","2017","03","03","†","-5.5","","-9.0","","-7.3","","25.3","","0.0","","0.0","","0.2","","0.2","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-04","2017","03","04","†","-6.0","","-13.5","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-05","2017","03","05","†","2.0","","-14.5","","-6.3","","24.3","","0.0","","0.0","","0.0","T","0.0","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-06","2017","03","06","†","9.0","","-6.0","","1.5","","16.5","","0.0","","11.4","","0.0","","11.4","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-07","2017","03","07","†","13.0","","2.5","","7.8","","10.2","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-08","2017","03","08","†","11.5","","0.5","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-09","2017","03","09","†","3.0","","-3.0","","0.0","","18.0","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-10","2017","03","10","†","-4.5","","-9.5","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-11","2017","03","11","†","-5.0","","-14.5","","-9.8","","27.8","","0.0","","0.0","","0.2","","0.2","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-12","2017","03","12","†","-4.5","","-15.0","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-13","2017","03","13","†","-6.5","","-13.5","","-10.0","","28.0","","0.0","","0.0","","3.0","","3.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-14","2017","03","14","†","-7.0","","-12.0","","-9.5","","27.5","","0.0","","0.0","","1.8","","2.4","","2","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-15","2017","03","15","†","-3.5","","-10.5","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","","4","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-16","2017","03","16","†","2.5","","-8.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-17","2017","03","17","†","6.5","","-8.5","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-18","2017","03","18","†","2.5","","-2.5","","0.0","","18.0","","0.0","","0.0","","2.2","","1.8","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-19","2017","03","19","†","9.5","","-1.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-20","2017","03","20","†","6.0","","-2.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-21","2017","03","21","†","13.0","","-0.5","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-22","2017","03","22","†","-2.5","","-9.5","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-23","2017","03","23","†","3.5","","-10.5","","-3.5","","21.5","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-24","2017","03","24","†","14.5","","-0.5","","7.0","","11.0","","0.0","","7.8","","0.0","","7.8","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-25","2017","03","25","†","5.0","","0.0","","2.5","","15.5","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-26","2017","03","26","†","8.5","","0.0","","4.3","","13.7","","0.0","","2.8","","0.0","","2.8","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-27","2017","03","27","†","15.0","","4.0","","9.5","","8.5","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-28","2017","03","28","†","9.5","","4.0","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-29","2017","03","29","†","10.5","","-2.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-30","2017","03","30","†","3.5","","0.5","","2.0","","16.0","","0.0","","12.2","","2.0","","18.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-03-31","2017","03","31","†","4.0","","-0.5","","1.8","","16.2","","0.0","","5.0","","0.0","","5.0","","1","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-01","2017","04","01","†","11.0","","1.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-02","2017","04","02","†","17.0","","0.5","","8.8","","9.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-03","2017","04","03","†","12.0","","4.0","","8.0","","10.0","","0.0","","16.6","","0.0","","16.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-04","2017","04","04","†","11.5","","6.0","","8.8","","9.2","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-05","2017","04","05","†","12.0","","3.0","","7.5","","10.5","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-06","2017","04","06","†","7.5","","4.5","","6.0","","12.0","","0.0","","23.0","","3.2","","28.8","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-07","2017","04","07","†","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","","0.0","T","0.0","","2","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-08","2017","04","08","†","13.0","","-1.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-09","2017","04","09","†","19.5","","-1.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-10","2017","04","10","†","23.5","","7.0","","15.3","","2.7","","0.0","","4.4","","0.0","","4.4","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-11","2017","04","11","†","20.0","","10.5","","15.3","","2.7","","0.0","","12.6","","0.0","","12.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-12","2017","04","12","†","8.0","","4.5","","6.3","","11.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-13","2017","04","13","†","14.5","","-1.5","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-14","2017","04","14","†","16.5","","1.5","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-15","2017","04","15","†","20.0","","4.0","","12.0","","6.0","","0.0","","6.6","","0.0","","6.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-16","2017","04","16","†","22.5","","12.5","","17.5","","0.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-17","2017","04","17","†","14.5","","4.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-18","2017","04","18","†","9.5","","-2.0","","3.8","","14.2","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-19","2017","04","19","†","22.0","","4.5","","13.3","","4.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-20","2017","04","20","†","10.5","","4.5","","7.5","","10.5","","0.0","","18.4","","0.0","","18.4","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-21","2017","04","21","†","13.5","","4.5","","9.0","","9.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-22","2017","04","22","†","14.5","","4.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-23","2017","04","23","†","21.0","","-0.5","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-24","2017","04","24","†","13.0","","4.5","","8.8","","9.2","","0.0","","1.8","","0.0","","1.8","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-25","2017","04","25","†","11.5","","5.5","","8.5","","9.5","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-26","2017","04","26","†","18.0","","8.5","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-27","2017","04","27","†","27.0","","9.5","","18.3","","0.0","","0.3","","5.4","","0.0","","5.4","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-28","2017","04","28","†","18.5","","7.0","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-29","2017","04","29","†","15.5","","5.5","","10.5","","7.5","","0.0","","2.8","","0.0","","2.8","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-04-30","2017","04","30","†","8.5","","3.0","","5.8","","12.2","","0.0","","13.6","","0.0","","13.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-01","2017","05","01","†","15.5","","4.5","","10.0","","8.0","","0.0","","19.6","","0.0","","19.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-02","2017","05","02","†","11.0","","7.5","","9.3","","8.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-03","2017","05","03","†","15.5","","3.5","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-04","2017","05","04","†","10.5","","3.0","","6.8","","11.2","","0.0","","33.2","","0.0","","33.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-05","2017","05","05","†","10.5","","5.5","","8.0","","10.0","","0.0","","12.2","","0.0","","12.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-06","2017","05","06","†","8.5","","5.0","","6.8","","11.2","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-07","2017","05","07","†","11.5","","3.0","","7.3","","10.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-08","2017","05","08","†","12.5","","1.0","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-09","2017","05","09","†","12.5","","3.5","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-10","2017","05","10","†","13.0","","1.5","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-11","2017","05","11","†","15.0","","4.5","","9.8","","8.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-12","2017","05","12","†","16.5","","3.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-13","2017","05","13","†","17.5","","9.5","","13.5","","4.5","","0.0","","5.1","","0.0","","5.1","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-14","2017","05","14","†","17.5","","4.5","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-15","2017","05","15","†","19.5","","6.5","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-16","2017","05","16","†","20.5","","6.0","","13.3","","4.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-17","2017","05","17","†","30.0","","7.5","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-18","2017","05","18","†","30.5","","19.0","","24.8","","0.0","","6.8","","2.0","","0.0","","2.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-19","2017","05","19","†","15.0","","7.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-20","2017","05","20","†","17.5","","6.0","","11.8","","6.2","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-21","2017","05","21","†","14.0","","10.0","","12.0","","6.0","","0.0","","13.8","","0.0","","13.8","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-22","2017","05","22","†","17.5","","11.5","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-23","2017","05","23","†","22.5","","7.0","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-24","2017","05","24","†","23.0","","11.0","","17.0","","1.0","","0.0","","15.4","","0.0","","15.4","","0","","","","",""
"-79.47","43.78","TORONTO NORTH YORK","615S001","2017-05-25","2017","05","25","†","15.5","","10.0","","12.8","","5.2","","0.0","","25.0","","0.0","","25.0","","0","","","","",""
